Line Number,Sentence
2311,நம்மை அழித்து விடக் கூடிய தேசம் சமீபத்தில் இருக்கும் ஜப்பான்தான்.,False
2312,சமாதான காலத்தில் அங்குப் பத்து லட்சம் சைந்நியம் இருக்கிறது.,False
2313,யுத்த காலத்தில் முப்பது லட்சம் துருப்புக்களை அது திரட்டக் கூடும்.,False
2314,ஜப்பானுடைய கப்பற்படை பலமும் மிக அதிகம்.,False
2315,"கிரேட் பிரிட்டன், அமெரிக்கா முதலிய வல்லரசுகளுக்குச் சமதையாக அது தன் கப்பற்படை பலத்தைப் பெருக்கிக் கொள்ளக்கூடும்.",False
2316,ஜப்பான் வசம் தற்போது இருக்கும் யுத்தக் கப்பல்கள் மிகவும் பலமுள்ளவை.,False
2317,அவை களை எதிர்த்து நிற்கவல்ல கப்பற்படை சீனாவின் வசத்திலில்லை.,False
2318,இந்த மாதிரியான நாசகாரிக் கப்பல்கள் ஜப்பான்வசம் நூறுக்குமேல் இருக்கின்றன.,False
2319,"தவிர, கடற்கரையோரமாக நாம் ஏற்படுத்திக் கொண்டுள்ள பாதுகாப்பு ஸ்தலங்கள் போதுமான பந்தோபஸ் துடையனவா யில்லை.",False
2320,இப்பொழுது அது நம்மைத் தாக்கவில்லை.,False
2321,ஏனென்றால் தகுந்த காலம் வரவில்லை போலிருக்கிறது.,False
2322,"ஆனால் அது தாக்குமானால் எந்த நாளிலும் சீனா, அழிந்துபோக வேண்டியதுதான்.",False
2323,ஜப்பானில் ராணுவத்தைத் திரட்டி சீனாவின் மீது படை யெடுப்பதற்குப் பத்து நாட்களுக்கு மேல் பிடிக்காது.,False
2324,"எனவே, சீனா ஜப்பானுடைய அரசியல் தொடர்பை நிறுத்திக் கொள்ளுமானால், பத்து நாட்களில் அது ஜப்பானால் அழிக்கப்பட்டுவிடும்.",False
2325,பசிபிக் மகா சமுத்திரத்திற்குக் கிழக்குப் பக்கமாகவுள்ள அமெரிக்காவை எடுத்துக் கொள்வோம்.,False
2326,"வாஷிங்டன் மகா நாட்டிற்கு முந்தி, ஜப்பானுடைய கப்பற் படையைவிட மூன்று மடங்கு அதிக மான கப்பற்படை அதற்கு இருந்தது.",False
2327,அமெரிக்காவில் எல்லாருக்கும் கல்வி போதிக்கப்படுகிறது.,False
2328,அங்கு ஆரம்பக்கல்வி கட்டாய மாக்கப்பட்டிருக்கிறது.,False
2329,ஒவ்வொரு சிறுவனும் சிறுமியும் அங்குக் கட்டாயம் பள்ளிக்கூடம் போயாக வேண்டும்.,False
2330,பெரும்பாலோர் உயர்தரக் கல்வி பெற்றவராயிருக்கின் றனர்.,False
2331,"உயர்தரப் பள்ளிக்கூடங்களில் பிள்ளைகளுக்கு, இராணுவப் பயிற்சி அளிக்கப்படுகிறது.",False
2332,அரசாங்கத்தார் எப்பொழுது வேண்டு மானாலும் தங்கள் ராணுவ பலத்தைப் பெருக்கிக் கொள்ள முடியும்.,False
2333,சமாதான காலத்தில் அமெரிக்காவின் படைபலம் மிகக் குறைவுதான்.,False
2334,ஆனால் யுத்த காலத்தில் அஃது ஏராளமான படைகளைத் திரட்ட முடியும்.,False
2335,"எனவே, அமெரிக்கா சீனாவை ஒருமாத காலத்தில் அழித்து விடமுடியும்.",False
2336,"இனி, அத்லாந்திக் மகா சமுத்திரத்திலுள்ள பிரிட்டனை எடுத்துக் கொள்வோம்.",False
2337,கடலரசி என்று பிரிட்டனுக்குப் பெயர்.,False
2338,அதாவது அதன் கப்பற்படை பலம் அவ்வளவு அதிகம் என்று அர்த்தம்.,False
2339,"ஆனால் வாஷிங்டன் மகாநாட்டுக்குப் பிறகு, அதன் யுத்தக் கப்பல்கள் ஐந்து லட்சம் டன் நிறையுள்ளனவாயிருக்க வேண்டுமென்று வரையறுக்கப் பட்டிருக்கிறது.",False
2340,"சீனாவிலிருந்து நாற்பது, ஐம்பது நாள் தூரப் பிரயாணத்தில் இங்கிலாந்து இருக் கிறது.",False
2341,"தவிர, சீனாவிலேயே, ஹாங்காங் போன்ற துறைமுகப் பட்டினங்கள் அதன் சுவாதீனத்தில் இருக்கின்றன.",False
2342,ஹாங்காங் துறைமுகத்தைப் பிரிட்டிஷார் பலப்படுத்தி வருகின்றனர்.,False
2343,"இந்தத் துறைமுகத்திலிருந்து கொண்டு, பிரிட்டிஷார் சீனாவின் தெற்கு மாகாணங்களில் தங்கள் செல்வாக்கை உபயோகிக்கலாம்.",False
2344,"தவிர, ஹாங்காங்கிலேயே பிரிட்டிஷாருடைய ராணுவப் படையும், கப்பற் படையும் நிரந்தரமாக இருக்கின்றன.",False
2345,"சீனாவுக்குச் சமீபத்தில் இந்தியா, ஆஸ்திரேலியா முதலிய நாடுகள் இருக்கின்றன.",False
2346,இந்த நாடுகளிலிருந்தும் பிரிட்டன் படை திரட்டிக் கொண்டு வரலாம்.,False
2347,"ஆதலின் இங்கிலாந்துக்கும் சீனாவுக்கும் அரசியல் தொடர்பு அற்றுப் போகுமானால், இரண்டு மாத காலத்திற்குள், இங்கிலாந்து சீனாவை அழித்துவிட முடியும்.",False
2348,ஐரோப்பாவின் மற்றொரு வல்லரசாகிய பிரான்சை எடுத்துக் கொள்ளுங்கள்.,False
2349,அதன் ராணுவ பலம் மிக அதிகம்.,False
2350,சுமார் மூவாயிரம் ஆகாய விமானங்கள் அதற்கு இருக்கின்றன.,False
2351,"அதாவது, இங்கிலாந்தைப் போலவே, பிரான்சும் சீனாவை இரண்டு மாதத்திற்குள் அழித்து விட முடியும்.",False
2352,அப்படியிருந்தும் சீனா இன்னும் ஏன் உயிரோடு வைக்கப் பட்டிருக்கிறது?,False
2353,"சீனா, மிகுந்த தற்காப்புடைய தாக இருக்கிறதென்ற காரணத்தினாலா?",False
2354,இல்லவே இல்லை.,False
2355,எல்லா வல்லரசுகளும் சீனாவைச் சுரண்ட வேண்டுமென்று ஆசைப் படுகின்றன.,False
2356,எல்லா நாடுகளும் சீனாவைக் கூர்மையாகக் கவனித்துக் கொண்டிருக்கினறன.,False
2357,ஒரு நாடு மற்றொரு நாட்டுக்கு விட்டுக் கொடுக்க மறுக்கின்றது.,False
2358,"ஒவ்வொரு வல்லரசும், சீனாவில் தங்கள் பலத்தை எடை போட்டுப் பார்க்க விரும்பு கின்றன.",False
2359,அதனால் தான் சீனா அப்படியே விட்டு வைக்கப்பட்டிருக்கிறது.,False
2360,"இங்ஙனம் தன்னம்பிக்கையை இழந்துவிட்டு மற்றவர்களை நம்பி வாழ்வது, வானத்தைப் பார்த்துக் கொண்டே அதிருஷ்டத்தைப் பரிசோதனை செய்வது போலில்லையா?",False
2361,இங்ஙனம் சர்வானுகூல நம்பிக்கை கொள்வதனால் எவ்வித பயனும் ஏற்படாது.,False
2362,"சீனாவை அழித்து விட வேண்டுமென்ற எண்ணம் என்னவோ, வல்லரசுகளுக்கு இருக்கத் தான் செய்கிறது.",False
2363,அந்நிய வல்லரசு களின் ராஜதந்திரிகள் இதனை நன்றாகத் தெரிந்துகொண்டிருக் கிறார்கள்.,False
2364,இதனால் அனாவசியமான சச்சரவுகள் உண்டாகி சேதங்கள் ஏற்படும்.,False
2365,"இதனை யறிந்தே, வல்லரசுகள், தங்களுடைய யுத்த தளவாடங் களைக் குறைத்துக் கொள்ளத் தீர்மானித்தன.",False
2366,"வாஷிங்டன் மகா நாட்டில் ஜப்பான் இங்கிலாந்து, அமெரிக்கா முதலிய வல்லரசுகள், தங்கள் கப்பற் படையின் நிறையைக் குறைத்துக் கொண்டன.",False
2367,ஒரு நாட்டை அழிப்பதற்கு இரண்டு முறைகள் கையாளப் படுகின்றனவென்று நான் மேலே கூறினேன்.,False
2368,"ஒன்று ராணுவ பலம் மற்றொன்று ராஜதந்திரம் ராணுவ பலத்தை உபயோகிப்பது என்றால், பீரங்கி, குண்டு, துப்பாக்கி முதலியவைகளை உபயோகிப்பது.",False
2369,இவற்றை எப்படி எதிர்த்து நிற்ப தென்பதைப் பற்றி நமக்கு ஒருவாறாகத் தெரிந்திருக்கிறது.,False
2370,"ராஜதந்திர முறையைக் கையாள்வதென்றால், காகிதத்தையும் எழுது கோலையும் கொண்டு சீனாவைத் தகர்த்தெறிவது.",False
2371,இதனை எதிர்த்துப் போராட நாம் இன்னும் கற்றுக் கொள்ளவில்லை.,False
2372,"உதாரணமாக, வாஷிங்டன் மகாநாட்டுக்குச் சீனாவும் தன் பிரதிநிதிகளை அனுப்பியது.",False
2373,அந்த மகா நாட்டில் நிறைவேற்றப்பட்ட தீர்மானங்கள் சீனாவுக்குச் சாதகமானவை யென்று கூறப்பட்டன.,False
2374,இந்தப் பேச்சு வர வர வலுக்கும் என்பதைப் பற்றிச் சந்தேக மில்லை.,False
2375,"இங்ஙனம் வல்லரசுகள் ஒரே முகமாக நினைப்பதன் பயனாக, சீனாவை வீழ்த்துவதற்கு ஏதேனும் ஒரு முறை காணப்படும்.",False
2376,இந்த மாதிரி சம்பவங்கள் இதற்குமுன் நடை பெற்றிருக்கின்றன.,False
2377,"ஒரு தேசத்தை, அரசியல் சக்திகள் சேர்ந்து அழிக்கக்கூடும் என்ற திருஷ்டியில் நாம் பார்க்கிறபோது, சீனா, இப்பொழுது பெரிய ஆபத்திலிருக்கிறது.",False
2378,இரண்டாவது ஆபத்து பொருளாதார ஆதிக்கம்.,False
2379,இதைப் பற்றி ஏற்கனவே நான் குறிப்பிட்டிருக்கின்றேன்.,False
2380,"பிரதி வருஷமும் நூற்றிருபது கோடி டாலர்கள், சீனாவிலிருந்து அந்நியர்கள் கொண்டு போகிறார்கள்.",False
2381,இந்த நஷ்டமோ ஒவ்வொரு நாளும் அதிகமாகிக் கொண்டு வருகிறது.,False
2382,சீனாவின் அந்நிய நாட்டு வியாபாரம் பத்து வருஷத்திற்கு முந்தி இருபது கோடி டாலரா யிருந்தது.,False
2383,இப்பொழுது ஐம்பது கோடி டாலராயிருக்கிறது.,False
2384,அதாவது பத்து வருஷத்திற்கொருதரம் நூற்றுக்கு இருநூற்றைம்பது சத விகிதம் அதிகப்பட்டுக் கொண்டு வருகிறது.,False
2385,அடுத்த பத்து வருஷத்தில் முந்நூறு கோடி டாலரை நாம் இழந்து நிற்போம்.,False
2386,"இதனை நமது நாற்பது கோடி ஜனத்தொகைக்கு ஈவு போட்டுப் பார்த்தால், வருஷத்திற்குத் தலைக்கு ஏழரை டாலர் ஆகிறது.",False
2387,அதாவது ஒவ்வொரு சீனாக்காரரும் அந்நிய நாடுகளுக்கு வருஷத் திற்கு ஏழரை டாலர் கொடுக்க வேண்டிய தாயிருக்கிறது.,False
2388,அதாவது தலைவரி ஏழரை டாலர்.,False
2389,"இந்தத் தலைவரி, வருஷத்திற்கு வருஷம் அதிகப்படுமே தவிர குறையாது.",False
2390,இப்பொழுது நமது ஜனங்கள் ஏழைகளாயிருக்கிறார்கள் சோர்வடைந்து கிடக்கிறார்கள்.,False
2391,இன்னும் பத்து வருஷத்திற்குப் பிறகு ஜனங்களுடைய ஏழ்மை எவ்வளவு அதிகமாகிவிடும் என்பதை நான் சொல்லத் தேவையில்லை.,False
2392,ஆனால் அரசியல் ஆதிக்கத்தினின்று தப்பித்துக்கொள்ள முடியாதே.,False
2393,அதிலிருந்து தப்பித்துக்கொண்டாலும் கொள்ளலாமென்றே வைத்துக் கொள் வோம்.,False
2394,நமத ரத்தத்தை உறிஞ்சிக்கொண்டிருக்கும் பொருளாதார ஆதிக்கத்தினின்று விடுதலை செய்துகொள்ள முடியுமா?,False
2395,நம்மை அச்சுறுத்திக்கொண்டிருக்கும் மூன்றாவது ஆபத்தைப் பற்றிச் சிறிது கூறுகிறேன்.,False
2396,சென்ற நூறு வருஷங்களாகச் சீனாவின் ஜனத்தொகை அதிகப்படவேயில்லை.,False
2397,"ஜனப்பெருக்கத்திற்கு நாம் ஏதேனும் ஏற்பாடு செய்தாலன்றி, இன்னும் நூறு வருஷத்தில் ஜனத் தொகை பெருகும் என்று சொல்ல முடியாது.",False
2398,சீனாவின் புராதன ஜாதியினர் அனைவரும் அழிந்து போய்விட்டனர்.,False
2399,"எனவே, ஜனத்தொகைப் பெருக்க விஷயத்திலும், நமது எதிர்காலம் மிகவும் சூனியமாகவே இருக்கிறது.",False
2400,மூன்று விதமான ஆபத்துக்கள் நம்மைச் சூழ்ந்து கொண் டிருக்கின்றன.,False
2401,"இவைகளைத் தெரிந்து கொண்ட பிறகு, நாம் செய்ய வேண்டியதென்ன?",False
2402,"நம்பிக்கையிழந்த மிருகம், இன்னும் சண்டை செய்யும் என்ற பழமொழி யொன்றுண்டு.",False
2403,ஆதலால் நமது சத்துருக் களுடன் கடைசிப் போராட்ட மொன்றை நடத்த வேண்டும்.,False
2404,நம்மால் சண்டை போட முடியுமா?,False
2405,நிச்சயம் போட முடியும்.,False
2406,"அந்தச் சக்தி இருக்குமானால், நமது மரணத்தின் கடைசி நேரமும் சமீபித்திருக்கிற தென்ற நம்பிக்கையும் நமக்கு ஏற்பட வேண்டும்.",False
2407,"அப்பொழுதுதான், அவர்களுக்குச் சண்டை போடவேண்டு மென்ற துணிவு உண்டாகும்.",False
2408,"நாற்பதுகோடி ஜனங்களும், தங்களுக்கு ஏற்பட்டுள்ள ஆபத்தை உணர்வார்களானால், நமது தேசீய உணர்ச்சியைப் புதுப்பித்துக் கொள்வதில் எவ்வித கஷ்டமும் இராது.",False
2409,சீனர்கள் மணல் மூட்டை மாதிரி என்று அந்நியர்கள் கூறுகிறார்கள்.,False
2410,தேசீய உணர்ச்சி விஷயத்தில் இது சரிதான்.,False
2411,"ஆனால் குடும்ப ஒற்றுமை, வகுப்பு ஒற்றுமை முதலியன நம்மிடத்தில்தான் வேரூன்றியிருக்கின்றன.",False
2412,"உதாரணமாக, இரண்டு சீனர்கள் தெருவிலே சந்தித்துப் பேசுகிற போது, பரஸ்பரம் குடும்பப் பெயரை விசாரித்துக் கொள்வார்கள்.",False
2413,ஒரே வகுப்பினரா யிருந்தால் அவர் களுக்குள்ளே ஏற்படும் பரஸ்பர அன்பு எவ்வளவு அருமையானது!,False
2414,இந்த வகுப்புணர்ச்சியையே தேசீய உணர்ச்சியாக விருத்தி செய்து கொண்டோமானால் எவ்வளவு நன்றாயிருக்கும்.,False
2415,மேனாட்டில் தனிப்பட்டவர்களுடைய உரிமைகள் முக்கிய மாகக் கருதப் படுகின்றன.,False
2416,"சட்டங்களும், தனிப்பட்டவர்களுடைய, உரிமை களைப் பாதுகாப்பதற்கே ஏற்பட்டிருக்கின்றன.",False
2417,வழக்கு களில் ஒருவனுடைய குடும்ப அந்தஸ்து என்ன வென்று கேட்கப் படுகிறது.,False
2418,இந்தத் தனி மனிதனே பின்னர் நாட்டின் முக்கிய அமிசமாகிறான்.,False
2419,இந்தத் தனி மனிதனுக்கும் நாட்டுக்கும் தொடர்பு ஏற்படுத்தக் கூடிய அமிசம் என்ன?,False
2420,அதுதான் தேசீய உணர்ச்சி.,False
2421,சீனாவுக்குள்ளே பல வகுப்புக்கள் இருக்கின்றன.,False
2422,இந்த வகுப்புக் களுக்குள் அடிக்கடி பல போராட்டங்கள் நடைபெறுகின்றன.,False
2423,"நமக்குள்ளே ஒற்றுமை இருந்தால், எதிரிகளைச் சுலபமாக நாம் எதிர்க்க முடியும்.",False
2424,"உதாரணமாக, இந்தியா இப்பொழுது பிரிட்டனுடைய ஆதிக்கத்தில் இருக்கிறது.",False
2425,பிரிட்டிஷாரின் அரசியல் ஆதிக்கத்தை எதிர்க்க இந்தியர் களால் முடியவில்லை.,False
2426,"ஆனால் பிரிட்டிஷாரின் பொருளாதார ஆதிக்கத்தை, காந்தியின் ஒத்துழையா இயக்கத்தின் மூலமாக எதிர்த்து நிற்கிறார்கள்.",False
2427,ஒத்துழையாமை என்பது என்ன?,False
2428,பிரிட்டிஷாருக்கு என்ன தேவையோ அதை இந்தியர்கள் கொடுக்க மாட்டார்கள்.,False
2429,பிரிட்டிஷார் என்ன அளிக்கிறார்களோ அதை இந்தியர்கள் ஏற்றுக் கொள்ளவும் மாட்டார்கள்.,False
2430,"பிரிட்டிஷார், இந்தியர்களுக்கு எல்லாச் சாமான்களையும் வழங்குவதாகச் சொல்கிறார்கள்.",False
2431,"ஆனால் இந்தியர்களோ, உள்நாட்டுப் பொருள் களையே உபயோகிப்பதாகச் சொல்கிறார்கள்.",False
2432,"காந்தி, முதலில் தமது திட்டத்தை வெளியிட்ட போது, பிரிட்டிஷார் அதனை அலட்சியம் செய்து விட்டார்கள்.",False
2433,"பின்னர், ஒத்துழையா இயக்கம் வலுக்க வலுக்க, பிரிட்டிஷாருடைய வியாபாரம் தடைப்பட்டது.",False
2434,"எனவே, பிரிட்டிஷ் அரசாங்கத்தார் காந்தியைச் சிறையில் வைத்தனர்.",False
2435,"அடிமை நாடாயிருக்கிற இந்தியா, ஒத்துழையா இயக்கத்தை வெற்றிகரமாக நடத்த முடியுமானால், சீனாவிலும் அதனை ஏன் அமுலுக்குக் கொண்டுவரக் கூடாது?",False
2436,"இந்தியாவைப் போலவே நாமும் ஒத்துழையா இயக்கத்தைத் தொடங்கி நடத்தினால், நாம் யாருக்கும் அஞ்ச வேண்டுவதில்லை.",False
2437,ஆகையால் இப்பொழுது நமக்குத் தேவையா யிருப்பது ஒற்றுமைதான்.,False
2438,அப்பொழுது எந்தத் தேசமும் நம்மை எதிர்த்து நிற்க முடியாது.,False
2439,ஓர் அந்நிய அரசாங்கத்தை எதிர்த்து நிற்க இரண்டு வழிகள் உண்டு.,False
2440,ஒன்று உடன் பாட்டு முறை மற்றொன்று எதிர்மறை முறை.,False
2441,"உடன்பாட்டு முறையாவது, தேசீய உணர்ச்சியைத் தட்டியெழுப்பி அரசாங்கத்தோடு போராடுவதாகும்.",False
2442,"எதிர்மறை வழியாவது, அந்நிய ஆதிக்கம் பலவீன மடையும்படி ஒத்துழையாமை, சட்டமறுப்பு முதலிய இயக்கங்களை ஆரம்பித்து தேசீய கௌரவத்தைக் காப்பதாகும்.",False
2443,நமது கடமை நம்முடைய தேசத்தின் தன்மதிப்பை எப்படிக் காப்பாற்றுவது என்பதுதான் இன்று நான் பேசப்போகும் விஷயம்.,False
2444,நமது தேசத்தின் இன்றைய அந்தஸ்து என்ன?,False
2445,"இன்றைய உலகத்தில் நமது நாடு, அரசாங்கம் இவற்றின் நிலைமை யென்ன?",False
2446,"நமது அரசியல் அறிஞர் களிற் சிலர், சீனா ஒரு பாதி குடியேற்ற நாடு என்று கூறுகின்றனர்.",False
2447,"அதாவது, அன்னாம் தேசம், பிரான்சின் குடியேற்ற நாடாகவும் இருக்கின்றன.",False
2448,இவைகளை முழுக் குடியேற்ற நாடுகள் என்று சொல்லலாம்.,False
2449,ஆனால் சீனா அப்படியில்லை.,False
2450,எல்லா நாட்டினரும் இங்குச் சலுகையோடு வாழ்கிறார்கள்.,False
2451,எல்லாரையும் திருப்தி செய்ய வேண்டிய நிலைமையில் சீனர்கள் இருக்கிறார்கள்.,False
2452,இதனால் சீனாவை ஒரு பாதிக் குடியேற்ற நாடு என்று கூறுவது பொருந்தும் என்பதுதான் மேற்படி அரசியல் அறிஞர்களுடைய வாதம்.,False
2453,"ஆனால் என்னுடைய அபிப்பிராயத்தில் மேற் கண்ட அன்னாம், கொரியா முதலிய முழுக்குடியேற்ற நாடுகளைவிட சீனா ஒருபடி கீழாகவே இருக்கிறது.",False
2454,இதனால் தான் இதற்குக் கலப்புக் கூடியேற்ற நாடு என்று நான் புதுப்பெயர் கொடுத்தேன்.,False
2455,ஏனென்றால் எல்லோ ருடைய அதிகாரமும இங்கே செல்லுபடி யாகிறதல்லவா?,False
2456,"ஒரு காலத்தில் சீனா, உலக வல்லரசுகளிலேயே, செல்வாக்கும், நாகரிகமும் நிறைந்த ஒரு நாடாக முக்கியத்துவம் பெற்றிருந்தது.",False
2457,உச்ச நிலையிலேயிருந்த சீனா எப்படி ஒரே சறுக்கலில் பதினாயிரம் அடிபள்ளத்திலே விழுந்து விட்டது?,False
2458,இதற்கு ஒரே ஒரு காரணந்தான் உண்டு.,False
2459,அதுதான் நமது தேசீய உணர்ச்சியை நாம் இழந்து விட்டது.,False
2460,அப்படி இழந்து விட்டதனால்தான் நம்முடைய ராஜ்யமும் நாளுக்கு நாள் சீரழிந்து கொண்டு வந்து விட்டது.,False
2461,ஆகையால் நமது தேசீய அந்தஸ்தை நாம் மீண்டும் பெற வேண்டுமானால் நமது தேசீய உணர்ச்சியைக் கிளப்ப வேண்டும்.,False
2462,அப்படி தேசீய உணர்ச்சியைக் கிளப்புவதற்குச் சோபானமாக இரண்டு முக்கிய நிபந்தனைகளையும் நாம் பூர்த்தி செய்ய வேண்டும்.,False
2463,"முதலாவது, நாம் இப்பொழுது மிக ஆபத்தான நிலையிலிருக் கிறோம் என்பதை ஜனங்களுக்கு உணர்த்த வேண்டும்.",False
2464,இதை நாம் நிறைவேற்றி விட்டோமானால் நமது நாற்பது கோடிமக்களும் ஒற்றுமையாக இருந்து போராடுவார்கள்.,False
2465,இப்பொழுது நாம் எவ்வளவு கீழான நிலைமையிலிருந்த போதிலும் இந்த ஒற்றுமையின் விளைவாக மேலுக்கு வந்து விடுவோம்.,False
2466,ஆகையால் தற்போதைய நமது நாட்டின் நிலையை உணர வேண்டும் பின்னர் ஒற்றுமைப்பட வேண்டும்.,False
2467,நமது தேசீய உணர்ச்சியைத் தூண்டுவதற்கு இவை யிரண்டும் முக்கியமானவை.,False
2468,இந்த முக்கியத்துவத்தை நீங்கள் மட்டும் உணர்ந்தால் போதாது நமது நாற்பது கோடி மக்களுக்கும் இதனை உணர்த்த வேண்டும்.,False
2469,ஒவ்வொருவரும் இதனை உணர்கிற வரை நீங்கள் இந்த வேலையைச் செய்ய வேண்டும்.,False
2470,நமது பழைய தேசீய உணர்ச்சி இப்பொழுது தூங்கிக் கிடக்கிறது.,False
2471,அதனை நாம் விழிப்பித்தல் வேண்டும்.,False
2472,அப்படி விழிக்கச் செய்தால்தான் நாம் ஒருபடி முன்னேறலாம்.,False
2473,அதாவது நம்முடைய தேசீய அந்தஸ்தை தன்மதிப்பை எப்படி நிலை நிறுத்துவது என்பதைப் பற்றி ஆராய்ச்சி செய்யலாம்.,False
2474,அப்பொழுதுதான் மற்றவர்களுடன் அது சமாதானமாக வாழ முடியும்.,False
2475,முற்காலத்தில் ஆசியாக் கண்டத்தில் மங்கோலியர்கள் மிகவும் வலிமை யுள்ளவர் களாயிருந்தார்கள்.,False
2476,கிழக்கில் சீனாவையும் மேற்கில் ஐரோப்பாவை யும் அவர்கள் தங்கள் சுவாதீனப் படுத்திக் கொண்டார்கள்.,False
2477,ஆயினும் அந்த மங்கோலிய ஜாதி நிலைத்து வாழவில்லை.,False
2478,ஒழுக்கக் குறைவு தான் இதற்குக் காரணம்.,False
2479,இதே மாதிரிதான மஞ்சூ ஜாதியினரும்.,False
2480,இவர்கள் இரண்டு முறை மிங்வமிசத்தினரால் முறியடிக்கப் பட்ட போதிலும் சீனஜாதிக்குள் ஐக்கியமாகி விட்டார்கள்.,False
2481,"நம்முடைய ராஜ்யாதிகாரம் வீழ்ந்துபட்ட போதிலும், நமது ஜாதியின் மகத்தான ஒழுக்க முறையின் காரணமாக நமது ஜாதி அழிந்து படவில்லை.",False
2482,"ஆனால், மற்ற அந்நிய ஜாதிகளையும் நமது ஜாதிக்குள் ஐக்கியப் படுத்திக் கொண்டு விட்டோம்.",False
2483,"ஆதலின் நமது ஜாதியின் கௌரவத்தைக் காப்பாற்ற வேண்டுமானால், நமது புராதன ஒழுக்க முறையைப் பின்பற்றி நடக்க வேண்டும்.",False
2484,அப்பொழுதுதான் நமதுதேசீய அந்தஸ்து உயரும்.,False
2485,சீனாவின் புராதன ஒழுக்க முறைகளைச் சீனர்கள் இன்னும் மறந்து விடவில்லை.,False
2486,அந்த ஒழுக்கமுறைகள் யாவை?,False
2487,"ராஜபக்தி பெற்றோரிடம் பக்தி தயையும் அன்பும் நன்றி மறவாமை, நியாய மனப்பான்மை ஒத்து வாழ்தல், சமாதான நோக்கம்.",False
2488,இப்பொழுதுகூட சீனர்கள் இந்தப் புராதன ஒழுக்க முறைகளைப் பற்றி அடிக்கடி பேசுகிறார்கள்.,False
2489,இதன் விளைவாகச் சிலர் பழைய ஒழுக்க முறைகளைப் புறக்கணிக்கத் தொடங்குகின்றனர்.,False
2490,நமது பழமையில் என்னென்ன நல்ல அமிசங்கள் இருக்கின்றனவோ அவற்றைக் கிரகித்துக்கொண்டு தீயனவற்றை ஒதுக்கி விடவேண்டு மென்பதை இவர்கள் உணரவில்லை.,False
2491,தற்போதைய சீனாவில் பழமைக்கும் புதுமைக்கும் போராட்டம் நடைபெறுகிறது.,False
2492,இதனால் பெரும்பாலான மக்கள் எந்த வழியை யும் பின்பற்ற முடியாமல் திகைக்கிறார்கள்.,False
2493,சில நாட்களுக்கு முன்னர் ஓர் ஊருக்கு நான் சென்றிருந்தேன்.,False
2494,அங்குப் புராதனமான கோயிலொன்றிருக்கிறது.,False
2495,ஆனால் இடது புறச் சுவரின் மீது ஒன்றும் காணப்பட வில்லை.,False
2496,அந்த இடத்தில் ஏதோ ஒன்று எழுதப்பட்டிருந்து அழிக்கப்பட்டிருப்பதாய்த் தென்பட்டது.,False
2497,ராஜபக்தி என்றிருந்த வாக்கியம் கலைக்கப்பட்டிருக்க வேண்டு மென்பதாய்த் தெரிந்தது.,False
2498,இதே மாதிரி பல கோயில்களில் நான் பார்த்திருக்கிறேன்.,False
2499,"அதாவது நம்மவரிலே ஒரு சிலர் நினைக்கிறார்கள், நமக்குத்தான் குடியரசு ஏற்பட்டுவிட்டதே இனி ராஜபக்தி எதற்கு?",False
2500,இது தவறான வாதம்.,False
2501,நமக்கு அரசர்கள் தேவையில்லாமலிருக்கலாம்.,False
2502,ஆனால் ராஜபக்தி தேவையில்லையா?,False
2503,அஃதின்றி நாம் வாழ முடியாதே.,False
2504,ராஜபக்தி யென்பதை ராஜாங்கத்துக்குப் பக்தியென்று நாம் மாற்றி அமைத்துக் கொள்ள வேண்டும்.,False
2505,நம்முடைய ஜனநாயகத்திற்கும் நம்முடைய கடமைகளுக்கும் பக்தி செலுத்த வேண்டாமா?,False
2506,ஏதேனும் ஒரு காரியத்தைத் தொடங்கி விட்டோமானால் ஆரம்பத்திலிருந்து கடைசி வரை அதனின்றும் நாம் பிறழக் கூடாது.,False
2507,அந்தக் காரியத்தில் நாம் வெற்றி பெறா விட்டால் நமது உயிரையே அதற்கு அர்ப்பணம் செய்ய வேண்டும்.,False
2508,இதைத்தான் பக்தியென்று கூறுகிறோம்.,False
2509,"நமது பெரியோர்கள், பக்தியின் எல்லை மரணந்தான் என்ற முடிவுக்கு வந்தனர்.",False
2510,"அரசர்களிடம் செலுத்துவதுதான் பக்தி யென்றும், மற்றவை யெல்லாம் பக்தியல்ல வென்றும் சொல்வது தவறு.",False
2511,தற்போது ஜனநாயகத்தைப் பற்றிப் பேசுகிற எல்லோரும் சீனாவின் இந்தப் பழைய ஒழுக்க முறைகளை அலட்சியப் படுத்துகின்றனர்.,False
2512,ஒரு தனி மனிதனிடத்தில் செலுத்துகிற பக்தியைக் காட்டிலும் நாற்பது கோடி மக்களிடம் செலுத்துகிற பக்தி மிக உயர் தன்மையுடையது.,False
2513,இதனாலேயே நாம் ராஜாங்கத்துக்குப் பக்தி யுடையவர்களாயிருக்க வேண்டுமென்று வற்புறுத்திக் கூறுகிறேன்.,False
2514,பெற்றோர்களிடம் பக்தி செலுத்துதல் என்னும் குணமானது சீனாவுக்கே தனிச் சிறப்புடையதாகும்.,False
2515,மற்றச் சமூகத்தினரைவிட நாம்தான் இதனை நடைமுறையில் கொண்டுவந்து காட்டி வந்திருக் கிறோம்.,False
